country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Africa,2003-01-01,,882349569.0,,10.272,0.05,0.613,0.541,2.867,2.53,0.497,0.015,625.682,8.843,82.627,1152.659,1017.048,269.462,237.76,7.456,111.037,1813.589,1600.22,46.698,28.932,510.48,509.14,15.292,4.833,162.057,3984.036,,5.482,167.892,465.36,410.61,3661.023,3230.302,80.648,91.892,6.099,40.9,711.536,140.534,124.0,806.411,7.373,106.862,1763.679,1556.181,24.355,20.241,318.56,-2.883,-8.701,239.495,92.945,82.01,271.429,16.108,6.813,-1.297,-5.835,285.011,111.668,98.53,323.013,19.352,8.108,1.34,0.262,5.604,1.655,35.24,14.348,12.66,39.939,2.487,1.002,3.044,44.365,1501.717,55.364,48.85,1701.953,8.763,377.239,5306.265,4681.981,9.595,42.719,8.123,3.32,0.79,14.421,0.893,3.763,0.895,9.206,0.652,0.155,0.231,577.028,3515.312,-2.234,-7.49,249.77,97.32,85.87,283.074,16.866,7.105,18.251,0.009,0.057,0.011,0.01,0.065,0.002,0.002,20.744,0.259,1.553,0.601,0.53,1.76,0.104,0.044
Africa,2004-01-01,,904781595.0,,17.954,0.097,0.706,0.639,2.94,2.66,0.492,0.017,623.875,10.04,102.113,1236.941,1119.162,274.829,248.66,2.212,35.395,1807.746,1635.615,46.036,29.65,541.5,540.14,15.091,7.377,259.309,4171.859,,7.55,243.891,481.619,435.76,3839.814,3474.193,80.675,92.041,10.058,71.57,783.106,155.905,141.06,865.519,5.112,79.552,1807.876,1635.733,26.115,20.747,336.98,5.624,11.858,251.353,95.647,86.54,277.805,16.022,6.659,6.11,15.418,300.428,115.365,104.38,332.045,19.325,7.959,1.36,0.251,5.545,1.717,36.958,14.777,13.37,40.847,2.475,0.979,4.675,70.208,1571.925,50.885,46.04,1737.353,11.293,528.725,5759.076,5210.706,8.524,41.645,9.197,3.69,1.03,13.89,1.074,4.078,1.138,10.165,0.683,0.191,0.244,596.984,3774.621,6.193,13.701,263.471,100.588,91.01,291.198,16.849,6.98,20.827,0.011,0.069,0.022,0.02,0.076,0.004,0.002,43.443,0.661,2.214,0.84,0.76,2.447,0.141,0.059
Africa,2005-01-01,,927898412.0,,-100.0,-0.639,0.0,0.0,2.867,2.66,0.474,0.0,625.163,-7.156,-80.089,1119.813,1039.073,270.935,251.4,0.649,10.62,1774.154,1646.235,44.833,27.449,562.31,560.75,15.604,0.288,10.856,4079.625,,0.409,14.192,490.905,455.51,3759.447,3488.385,81.232,92.152,3.182,24.922,808.028,163.089,151.33,870.815,3.965,64.858,1832.735,1700.592,26.987,21.345,350.56,1.855,3.041,254.394,96.444,89.49,274.161,15.959,6.72,-0.972,-3.337,297.091,113.418,105.24,320.177,18.768,7.848,1.56,0.277,-15.507,-5.928,31.029,12.167,11.29,33.44,2.013,0.82,4.412,69.359,1641.285,56.881,52.78,1768.819,3.67,191.212,5821.669,5401.917,9.412,43.357,9.353,3.66,1.0,1.871,0.156,3.944,1.078,10.08,0.653,0.178,0.247,604.323,3785.477,1.148,2.591,266.062,101.25,93.95,286.736,16.754,7.029,18.406,0.012,0.081,0.022,0.02,0.087,0.004,0.002,1.576,0.021,2.235,0.841,0.78,2.408,0.139,0.059
Africa,2007-01-01,,976461747.0,,1000.486,0.722,0.813,0.794,2.96,2.89,0.474,0.02,627.223,1.664,17.536,1097.466,1071.633,271.429,265.04,-0.039,-0.638,1673.786,1634.388,43.433,26.748,614.6,610.23,16.035,3.836,148.016,4102.967,,3.889,138.248,510.424,498.41,3781.963,3692.942,81.676,92.176,6.716,56.667,900.415,178.881,174.67,922.12,6.263,115.325,2003.936,1956.767,28.624,22.474,382.75,3.422,7.27,269.204,97.853,95.55,275.694,15.658,6.719,4.395,9.768,313.448,114.515,111.82,321.004,18.324,7.824,4.37,0.711,12.877,3.332,30.707,11.593,11.32,31.447,1.855,0.766,3.865,64.045,1720.895,60.115,58.7,1762.378,2.067,114.278,5778.208,5642.199,9.619,42.954,9.739,3.91,1.02,-16.64,-2.03,4.004,1.045,9.974,0.641,0.167,0.243,624.94,4006.39,3.517,6.436,282.741,102.923,100.5,289.556,16.469,7.057,26.739,0.027,0.13,0.031,0.03,0.133,0.005,0.003,19.202,0.448,2.874,1.034,1.01,2.943,0.166,0.072
Africa,2008-01-01,,1001981577.0,,-23.106,-0.183,0.609,0.61,3.014,3.02,0.486,0.014,622.014,10.18,109.092,1178.39,1180.725,259.356,259.87,1.607,26.262,1657.366,1660.65,41.801,27.811,626.12,621.69,15.39,5.968,239.095,4237.09,,6.239,230.407,505.189,506.19,3915.591,3923.35,81.422,92.412,3.897,35.088,935.503,183.776,184.14,933.653,3.667,71.755,2024.51,2028.522,29.619,22.035,386.7,1.857,3.297,272.501,96.748,96.94,271.963,15.593,6.419,3.324,8.688,322.136,115.272,115.5,321.499,18.578,7.588,4.43,0.708,14.907,4.358,35.066,12.974,13.0,34.996,2.091,0.826,5.011,86.227,1807.122,62.057,62.18,1803.548,1.014,57.211,5688.139,5699.41,10.002,42.566,10.09,4.21,1.19,3.837,0.351,4.202,1.188,10.07,0.677,0.191,0.238,620.461,4245.486,2.017,4.33,287.071,102.297,102.5,286.503,16.487,6.762,40.748,0.052,0.182,0.04,0.04,0.182,0.006,0.004,29.084,0.813,3.687,1.307,1.31,3.679,0.211,0.087
Africa,2009-01-01,,1028200528.0,,-44.21,-0.27,0.331,0.341,2.84,2.92,0.468,0.008,614.845,-0.4,-4.723,1143.748,1176.002,243.299,250.16,-0.842,-13.987,1601.5,1646.663,40.053,27.237,629.81,624.58,15.2,1.7,72.159,4199.224,,1.68,65.915,491.315,505.17,3879.85,3989.264,80.882,92.394,0.613,5.736,941.238,183.048,188.21,915.423,-5.696,-115.547,1860.508,1912.975,30.134,21.8,384.02,2.674,5.559,278.061,97.889,100.65,270.434,16.115,6.44,2.387,6.244,328.381,116.135,119.41,319.374,19.118,7.606,5.23,0.83,-1.523,-0.747,34.318,12.459,12.81,33.377,2.051,0.795,3.591,64.902,1872.024,64.968,66.8,1820.68,-3.802,-216.699,5332.336,5482.711,10.695,43.358,10.981,4.28,1.36,9.88,0.891,4.163,1.323,10.68,0.685,0.218,0.254,607.45,4317.645,2.884,6.992,294.062,103.676,106.6,285.997,17.067,6.811,32.961,0.059,0.241,0.068,0.07,0.234,0.011,0.006,21.163,0.753,4.439,1.556,1.6,4.317,0.256,0.103
Africa,2010-01-01,,1055233717.0,,-38.165,-0.13,0.2,0.211,2.843,3.0,0.446,0.005,611.52,-0.751,-8.836,1106.074,1167.166,246.069,259.66,3.719,61.244,1618.51,1707.907,38.617,26.204,676.39,672.39,15.893,3.163,136.557,4221.057,,2.792,111.367,514.218,542.62,3885.993,4100.631,80.7,92.062,4.269,40.181,981.42,207.442,218.9,930.05,5.316,101.687,1909.21,2014.662,32.556,22.034,411.18,8.154,20.829,298.889,103.551,109.27,283.245,16.251,6.71,8.242,25.189,353.57,122.978,129.77,335.063,19.3,7.938,4.0,0.591,5.63,1.71,36.028,12.822,13.53,34.142,2.012,0.809,4.275,80.022,1952.045,60.707,64.06,1849.87,3.287,180.223,5366.521,5662.934,9.527,43.825,11.534,4.47,1.47,5.625,0.553,4.236,1.393,10.93,0.665,0.219,0.259,637.195,4454.202,8.559,23.48,317.542,110.156,116.24,300.921,17.288,7.129,136.841,0.326,0.566,0.208,0.22,0.537,0.033,0.013,43.734,1.902,6.341,2.161,2.28,6.01,0.339,0.142
Africa,2011-01-01,,1082676070.0,,139.78,0.294,0.466,0.505,2.512,2.72,0.395,0.011,610.939,-1.554,-18.141,1061.282,1149.025,242.704,262.77,-0.549,-9.385,1568.818,1698.522,38.154,25.576,694.91,688.71,16.148,0.862,38.395,4149.529,,0.772,31.675,514.004,556.5,3816.752,4132.307,80.803,91.98,8.169,80.174,1061.593,218.754,236.84,980.527,-0.453,-9.132,1852.382,2005.53,34.389,23.63,420.76,2.833,6.593,305.483,103.54,112.1,282.155,16.277,6.8,2.614,6.72,360.29,122.114,132.21,332.777,19.197,8.02,6.2,0.892,-4.62,-1.874,34.154,11.915,12.9,31.546,1.873,0.76,-1.555,-30.357,1921.688,52.546,56.89,1774.943,-16.641,-942.35,4360.107,4720.584,8.26,42.775,11.932,4.23,1.51,3.38,0.398,3.907,1.395,11.021,0.614,0.219,0.266,636.118,4492.596,3.47,8.594,326.136,110.199,119.31,301.231,17.324,7.259,189.379,1.062,1.629,0.526,0.57,1.504,0.083,0.036,4.512,0.246,6.587,2.226,2.41,6.084,0.35,0.147
Africa,2012-01-01,,1110797495.0,,18.688,0.094,0.539,0.599,2.602,2.89,0.398,0.013,609.457,-2.51,-28.839,1008.452,1120.186,232.059,257.77,4.027,68.392,1590.671,1766.914,35.524,23.966,733.78,725.63,16.31,4.041,181.546,4207.916,,4.372,180.655,531.213,590.07,3882.762,4312.962,81.318,92.273,8.086,85.836,1147.429,237.496,263.81,1032.978,3.038,60.922,1860.332,2066.452,36.356,24.548,442.24,0.139,-1.428,304.054,103.142,114.57,273.726,15.789,6.505,0.86,0.891,361.181,122.038,135.56,325.154,18.682,7.727,8.15,1.111,0.507,-0.035,34.119,11.676,12.97,30.716,1.787,0.73,6.435,123.659,2045.347,61.658,68.49,1841.332,8.978,423.794,4631.248,5144.378,9.439,43.759,12.89,4.48,1.59,8.033,0.958,4.033,1.431,11.604,0.617,0.219,0.276,653.251,4674.143,0.898,0.926,327.061,110.362,122.59,294.438,16.894,6.997,61.547,0.986,2.615,0.855,0.95,2.354,0.131,0.056,5.433,0.316,6.903,2.332,2.59,6.214,0.357,0.148
Africa,2013-01-01,,1140180888.0,,-0.534,-0.003,0.523,0.596,2.675,3.05,0.411,0.012,604.239,1.068,11.966,992.958,1132.152,222.421,253.6,0.289,5.107,1554.158,1772.021,34.213,23.551,750.62,741.23,16.229,2.848,133.108,4216.218,,2.592,111.774,525.671,599.36,3880.731,4424.736,80.86,92.043,1.972,22.626,1170.056,234.805,267.72,1026.202,-3.705,-76.554,1745.248,1989.898,36.118,24.339,447.88,5.707,15.415,319.47,103.685,118.22,280.192,15.949,6.646,6.54,21.335,382.515,124.428,141.87,335.487,19.14,7.957,9.39,1.251,8.78,2.772,36.891,12.375,14.11,32.356,1.904,0.767,3.774,77.181,2122.528,68.445,78.04,1861.571,-7.343,-377.747,4180.592,4766.631,10.528,44.153,13.737,4.96,1.91,7.405,0.847,4.35,1.675,12.048,0.669,0.258,0.286,650.099,4807.251,6.297,18.563,345.624,112.052,127.76,303.131,17.236,7.19,-22.228,-0.593,2.021,0.658,0.75,1.773,0.101,0.042,42.822,2.897,9.8,3.359,3.83,8.595,0.517,0.204
Africa,2014-01-01,,1170299297.0,,-2.14,-0.013,0.498,0.583,2.521,2.95,0.384,0.012,598.401,4.731,53.557,1013.168,1185.709,218.047,255.18,3.371,59.74,1565.207,1831.761,33.219,24.005,778.12,768.18,16.399,2.75,132.217,4220.688,,2.433,107.638,527.139,616.91,3872.833,4532.374,80.308,91.758,2.76,32.295,1202.35,237.05,277.42,1027.387,0.258,5.141,1704.725,1995.039,36.114,24.342,459.68,5.696,16.175,335.644,106.212,124.3,286.802,16.181,6.795,7.059,24.579,407.094,129.258,151.27,347.854,19.692,8.242,9.94,1.277,-2.212,-1.032,35.859,11.783,13.79,30.641,1.795,0.726,1.026,21.786,2144.314,72.041,84.31,1832.278,-4.647,-221.49,3883.742,4545.141,10.975,43.412,16.262,6.16,3.21,21.852,2.525,5.264,2.743,13.896,0.802,0.418,0.329,656.396,4939.468,8.09,25.611,371.234,117.474,137.48,317.213,17.897,7.516,150.353,3.009,5.03,1.581,1.85,4.298,0.241,0.102,40.789,3.915,13.714,4.418,5.17,11.719,0.673,0.278
Africa,2015-01-01,,1201108186.0,,26.331,0.154,0.613,0.737,2.614,3.14,0.397,0.015,597.24,-5.266,-62.438,935.196,1123.271,212.046,254.69,-3.971,-72.747,1464.493,1759.014,32.218,22.265,798.31,790.52,16.506,2.138,105.584,4200.331,,2.235,101.289,529.253,635.69,3857.823,4633.663,80.414,91.846,8.767,105.411,1307.761,240.703,289.11,1088.795,3.353,66.894,1716.692,2061.933,36.572,25.922,472.13,-2.544,-10.488,325.157,101.898,122.39,270.714,15.482,6.445,1.707,4.295,411.389,128.906,154.83,342.508,19.586,8.154,7.79,0.976,-11.288,-4.237,31.622,10.191,12.24,26.328,1.548,0.627,2.72,58.316,2202.631,76.504,91.89,1833.832,-1.124,-51.067,3741.606,4494.074,11.624,43.659,20.318,7.62,4.48,28.214,4.056,6.344,3.73,16.916,0.964,0.567,0.403,658.159,5045.052,3.015,8.532,379.767,118.715,142.59,316.18,18.037,7.528,91.033,4.522,9.552,2.997,3.6,7.953,0.455,0.189,76.065,10.288,24.002,7.476,8.98,19.983,1.136,0.476
Africa,2016-01-01,,1232111820.0,,-7.71,-0.057,0.552,0.68,2.792,3.44,0.427,0.013,594.604,6.083,68.329,967.12,1191.6,208.325,256.68,-0.134,-2.355,1425.73,1756.659,31.838,22.976,814.82,806.2,16.371,2.799,141.227,4209.26,,2.806,130.01,524.327,646.03,3866.267,4763.673,80.133,91.851,3.266,42.705,1350.467,250.862,309.09,1096.058,1.74,35.875,1702.612,2097.809,38.339,26.039,479.37,-1.388,-6.409,318.748,98.059,120.82,258.701,14.986,6.146,3.344,11.217,422.606,129.996,160.17,342.993,19.867,8.149,8.62,1.058,22.792,6.977,38.6,12.199,15.03,31.328,1.864,0.744,0.862,18.976,2221.606,65.14,80.26,1803.088,-5.592,-251.306,3443.492,4242.768,9.955,42.836,20.57,8.13,4.69,1.291,0.251,6.598,3.806,16.695,1.008,0.582,0.397,654.324,5186.279,1.658,4.24,384.006,117.798,145.14,311.665,18.003,7.404,48.306,4.531,14.083,4.042,4.98,11.43,0.618,0.272,25.421,5.923,29.925,9.098,11.21,24.288,1.39,0.577
Africa,2017-01-01,,1263333997.0,,-1.74,-0.012,0.529,0.668,2.802,3.54,0.429,0.012,588.312,0.097,1.16,944.137,1192.761,203.525,257.12,2.547,44.747,1425.914,1801.406,31.135,22.255,833.52,825.82,16.244,3.341,173.283,4242.396,,3.15,150.069,519.586,656.41,3889.503,4913.742,79.486,91.682,7.796,105.278,1455.745,257.018,324.7,1152.304,9.7,203.493,1821.61,2301.302,39.318,27.162,485.84,5.189,14.566,333.314,100.053,126.4,263.837,15.306,6.219,6.067,23.214,445.82,134.098,169.41,352.892,20.514,8.318,7.7,0.924,-5.544,-2.354,36.246,11.232,14.19,28.69,1.718,0.676,1.964,43.63,2265.236,59.042,74.59,1793.062,5.649,239.689,3548.117,4482.457,9.032,42.265,21.002,8.3,4.76,2.883,0.432,6.57,3.768,16.624,1.005,0.576,0.392,653.683,5359.562,7.282,25.569,409.575,122.865,155.22,324.202,18.796,7.642,31.138,4.277,18.36,5.604,7.08,14.533,0.857,0.343,21.787,6.306,36.231,10.639,13.44,28.679,1.627,0.676
Africa,2018-01-01,,1295265310.0,,51.946,0.347,0.784,1.015,2.625,3.4,0.4,0.018,583.571,-1.897,-22.628,903.393,1170.133,204.36,264.7,2.243,40.411,1421.961,1841.816,31.13,21.308,857.02,850.3,16.342,2.464,132.042,4239.753,,2.215,108.831,517.84,670.74,3877.64,5022.572,78.883,91.459,6.681,97.265,1553.01,264.556,342.67,1198.99,5.425,124.848,1873.091,2426.149,40.3,28.28,496.21,7.074,21.491,354.805,104.751,135.68,273.924,15.957,6.461,5.861,23.213,469.033,138.628,179.56,362.113,21.117,8.541,6.72,0.784,-18.41,-6.846,29.4,8.94,11.58,22.698,1.362,0.535,1.509,34.193,2299.429,48.924,63.37,1775.257,1.819,81.537,3523.597,4563.994,7.453,41.872,22.725,8.53,5.13,9.089,1.723,6.586,3.961,17.545,1.003,0.603,0.414,656.468,5491.605,8.098,30.059,439.633,129.688,167.98,339.416,19.755,8.006,20.671,3.666,22.025,6.616,8.57,17.004,1.008,0.401,8.45,2.832,39.063,11.735,15.2,30.158,1.788,0.711
Africa,2019-01-01,,1327701380.0,,-13.458,-0.137,0.662,0.879,2.598,3.45,0.397,0.016,574.831,5.653,66.143,931.14,1236.276,198.712,263.83,-2.261,-41.651,1355.851,1800.166,30.369,22.036,869.27,868.76,16.387,2.16,118.631,4225.526,,1.699,85.334,509.166,676.02,3847.18,5107.906,77.814,91.046,1.513,23.5,1576.509,270.008,358.49,1187.398,1.22,29.592,1849.619,2455.741,41.265,28.101,499.39,3.266,10.237,365.041,105.611,140.22,274.942,16.14,6.507,7.42,33.297,502.33,145.168,192.74,378.346,22.186,8.954,0.51,0.059,14.439,4.121,33.521,9.98,13.25,25.247,1.525,0.597,-0.187,-4.309,2295.121,40.446,53.7,1728.642,1.214,55.427,3479.262,4619.421,6.181,40.91,23.023,8.69,5.24,1.026,0.298,6.545,3.947,17.341,1.0,0.603,0.41,654.334,5610.236,6.932,29.176,468.809,135.189,179.49,353.099,20.66,8.356,32.319,7.011,29.036,8.511,11.3,21.869,1.301,0.518,30.606,11.767,50.83,14.521,19.28,38.285,2.219,0.906
Africa,2020-01-01,,1360677453.0,,3.367,0.03,0.668,0.908,2.087,2.84,0.332,0.017,564.446,-3.325,-41.108,878.363,1195.168,184.959,251.67,-2.987,-53.764,1283.479,1746.401,29.422,22.474,857.22,855.37,17.126,-5.209,-292.253,3908.335,,-6.179,-315.616,480.643,654.0,3521.988,4792.29,76.458,90.115,-2.199,-34.666,1541.844,261.333,355.59,1133.144,-5.565,-136.651,1704.365,2319.09,41.571,28.993,482.81,6.63,22.771,387.813,109.423,148.89,285.014,17.407,7.292,4.962,23.363,525.693,147.992,201.37,386.347,23.542,9.885,1.85,0.216,-25.272,-8.563,24.957,7.276,9.9,18.342,1.157,0.469,-10.45,-239.842,2055.278,34.351,46.74,1510.482,-15.943,-736.485,2853.678,3882.936,5.464,38.648,22.106,7.9,5.06,-3.723,-0.917,5.806,3.719,16.246,0.924,0.592,0.416,628.635,5317.983,7.214,31.926,500.736,140.717,191.47,368.005,22.384,9.416,37.289,10.681,39.717,11.266,15.33,29.189,1.792,0.747,-0.891,-0.638,50.192,14.221,19.35,36.888,2.262,0.944
Africa,2021-01-01,,1393676724.0,,18.922,0.172,0.775,1.08,2.052,2.86,0.321,0.019,559.334,0.231,2.76,859.546,1197.929,178.169,248.31,-3.535,-61.732,1208.795,1684.669,27.904,20.779,891.83,889.88,16.42,8.408,447.124,4136.617,,8.642,414.159,486.519,678.05,3735.765,5206.449,76.196,90.31,14.546,224.282,1766.125,269.173,375.14,1267.242,15.017,348.268,1913.9,2667.358,42.156,30.635,497.74,3.267,11.204,399.016,108.203,150.8,286.305,16.946,6.921,6.735,32.965,558.658,151.994,211.83,400.852,23.804,9.69,1.95,0.219,24.76,6.066,31.023,8.861,12.35,22.26,1.388,0.538,9.104,187.116,2242.395,39.177,54.6,1608.978,4.365,169.495,2907.726,4052.43,6.136,38.896,22.104,7.9,5.04,0.118,-0.002,5.668,3.616,15.86,0.888,0.566,0.383,638.513,5765.107,5.799,26.899,527.635,143.132,199.48,378.592,22.417,9.152,14.62,5.64,45.357,12.901,17.98,32.545,2.02,0.787,20.135,9.885,60.078,16.36,22.8,43.107,2.562,1.042
Africa,2022-01-01,,1426736614.0,,-23.594,-0.255,0.578,0.825,1.963,2.8,0.318,0.014,554.153,-4.429,-53.058,802.44,1144.871,168.51,240.42,1.323,22.289,1196.407,1706.958,27.289,19.672,886.28,881.02,16.108,0.947,54.609,4079.04,,0.9,46.871,466.526,665.61,3682.053,5253.319,75.55,90.268,-1.077,-19.013,1747.112,252.366,360.06,1224.551,-4.117,-109.826,1792.575,2557.532,40.869,30.021,488.22,2.47,8.366,407.382,106.27,151.62,285.534,17.21,7.0,1.642,7.738,566.396,150.981,215.41,396.987,24.45,9.732,5.26,0.593,-18.252,-5.755,25.268,7.079,10.1,17.71,1.146,0.434,5.304,118.942,2361.337,45.65,65.13,1655.062,-4.259,-172.59,2719.381,3879.84,7.393,40.575,23.108,8.32,5.52,5.408,1.004,5.831,3.869,16.196,0.944,0.627,0.397,617.507,5819.716,2.859,13.493,541.128,143.902,205.31,379.277,23.304,9.298,2.58,1.001,46.357,14.775,21.08,32.492,2.393,0.797,6.008,3.377,63.455,17.025,24.29,44.476,2.757,1.09
Argentina,2011-01-01,ARG,41520736.0,837742690304.0,46.423,2.75,208.889,8.673,33.477,1.39,1.073,0.954,419.878,8.511,1.147,352.081,14.619,70.085,2.91,38.461,0.164,14.24,0.591,2.247,1.608,139.16,129.49,15.404,2.842,25.122,21894.867,1.085,4.089,31.146,2179.152,90.48,19097.164,792.928,69.874,87.222,4.164,17.524,438.398,1634.364,67.86,10558.529,-3.28,-12.792,9084.098,377.178,52.406,48.224,54.37,-6.514,-6.559,86.034,751.191,31.19,2072.072,24.087,9.464,-0.456,-6.025,116.163,939.53,39.01,2797.702,30.126,12.778,9.67,6.949,-11.234,-2.261,16.942,154.14,6.4,408.038,4.942,1.864,3.81,12.476,339.912,474.703,19.71,8186.556,-6.29,-24.344,8735.045,362.685,15.221,37.39,4.436,1.39,,0.882,0.039,33.466,,106.829,1.073,,0.488,3118.683,909.091,1.454,-3.763,99.221,785.391,32.61,2389.665,25.183,10.914,1779.148,0.004,0.004,0.0,0.0,0.107,0.0,0.0,4.887,0.003,0.073,0.723,0.03,1.767,0.023,0.008
Argentina,2012-01-01,ARG,41952364.0,829147447296.0,19.876,1.724,247.831,10.397,34.563,1.45,1.066,1.102,432.142,-6.495,-0.949,325.826,13.669,62.929,2.64,5.556,0.033,14.877,0.624,1.941,1.448,143.63,136.02,15.481,3.808,34.615,22494.715,1.138,4.779,37.894,2351.0,98.63,19803.955,830.823,72.511,88.038,4.162,18.244,456.642,1817.061,76.23,10884.775,-2.722,-10.266,8745.92,366.912,56.043,48.388,58.78,-6.485,-6.067,79.967,695.074,29.16,1906.136,21.438,8.474,0.245,-3.279,112.884,891.249,37.39,2690.76,27.489,11.962,7.61,5.298,0.031,-0.097,16.845,152.554,6.4,401.518,4.705,1.785,6.06,20.6,360.511,471.01,19.76,8593.353,-1.105,-4.008,8549.646,358.678,14.527,38.202,4.639,1.453,,4.576,0.203,34.637,,110.568,1.068,,0.492,3242.249,943.706,0.278,-3.181,96.039,738.695,30.99,2289.243,22.783,10.177,406.38,0.018,0.022,0.238,0.01,0.534,0.007,0.002,1290.953,0.941,1.014,8.82,0.37,24.174,0.272,0.107
Argentina,2013-01-01,ARG,42388268.0,849088348160.0,14.478,1.505,280.795,11.902,36.095,1.53,1.097,1.213,422.23,9.292,1.27,352.44,14.939,56.148,2.38,-12.632,-0.079,12.864,0.545,1.707,1.522,147.51,139.45,15.313,3.994,37.692,23152.588,1.156,3.247,26.973,2323.049,98.47,20236.637,857.796,70.613,87.406,0.796,3.635,460.277,1762.28,74.7,10858.592,-5.82,-21.354,8152.22,345.559,53.568,46.9,58.88,12.368,9.349,89.316,773.091,32.77,2107.085,23.499,9.101,10.632,10.718,123.602,966.777,40.98,2915.951,29.387,12.594,8.06,5.464,-3.046,-0.611,16.233,146.503,6.21,382.964,4.453,1.654,6.121,22.068,382.58,504.621,21.39,9025.606,-2.123,-7.615,8282.069,351.063,15.339,38.983,4.874,1.527,,5.079,0.236,36.022,,114.989,1.095,,0.497,3289.825,981.398,12.747,11.33,107.369,820.274,34.77,2532.988,24.934,10.94,84.438,0.019,0.041,0.472,0.02,0.969,0.014,0.004,22.574,0.221,1.236,10.616,0.45,29.149,0.323,0.126
Argentina,2014-01-01,ARG,42824064.0,827750809600.0,16.71,1.989,324.379,13.891,34.56,1.48,1.068,1.418,424.137,6.375,0.952,371.093,15.892,59.312,2.54,-31.325,-0.171,8.744,0.374,1.833,1.622,148.4,138.54,15.202,-0.157,-1.54,22881.006,1.184,-0.051,-0.439,2299.875,98.49,20020.451,857.357,71.091,87.498,0.277,1.273,461.55,1778.439,76.16,10777.813,-0.202,-0.7,8052.921,344.859,54.973,47.104,58.76,-1.082,-1.496,87.82,757.051,32.42,2050.716,23.401,8.963,2.012,-1.102,122.501,935.222,40.05,2860.555,28.909,12.502,9.86,6.644,-11.165,-1.899,14.334,128.666,5.51,334.728,3.977,1.463,-0.696,-2.664,379.916,462.123,19.79,8871.545,-1.324,-4.648,8089.254,346.415,14.285,38.773,4.733,1.483,,-2.887,-0.141,34.626,,110.533,1.07,,0.483,3235.097,979.858,3.765,0.797,108.166,806.556,34.54,2525.827,24.931,11.039,5.771,0.002,0.043,0.467,0.02,1.009,0.014,0.004,36.646,0.443,1.678,14.478,0.62,39.19,0.448,0.171
