country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Africa,2003-01-01,,882349569.0,,10.272,0.05,0.613,0.541,2.867,2.53,0.497,0.015,625.682,8.843,82.627,1152.659,1017.048,269.462,237.76,7.456,111.037,1813.589,1600.22,46.698,28.932,510.48,509.14,15.292,4.833,162.057,3984.036,,5.482,167.892,465.36,410.61,3661.023,3230.302,80.648,91.892,6.099,40.9,711.536,140.534,124.0,806.411,7.373,106.862,1763.679,1556.181,24.355,20.241,318.56,-2.883,-8.701,239.495,92.945,82.01,271.429,16.108,6.813,-1.297,-5.835,285.011,111.668,98.53,323.013,19.352,8.108,1.34,0.262,5.604,1.655,35.24,14.348,12.66,39.939,2.487,1.002,3.044,44.365,1501.717,55.364,48.85,1701.953,8.763,377.239,5306.265,4681.981,9.595,42.719,8.123,3.32,0.79,14.421,0.893,3.763,0.895,9.206,0.652,0.155,0.231,577.028,3515.312,-2.234,-7.49,249.77,97.32,85.87,283.074,16.866,7.105,18.251,0.009,0.057,0.011,0.01,0.065,0.002,0.002,20.744,0.259,1.553,0.601,0.53,1.76,0.104,0.044
Africa,2004-01-01,,904781595.0,,17.954,0.097,0.706,0.639,2.94,2.66,0.492,0.017,623.875,10.04,102.113,1236.941,1119.162,274.829,248.66,2.212,35.395,1807.746,1635.615,46.036,29.65,541.5,540.14,15.091,7.377,259.309,4171.859,,7.55,243.891,481.619,435.76,3839.814,3474.193,80.675,92.041,10.058,71.57,783.106,155.905,141.06,865.519,5.112,79.552,1807.876,1635.733,26.115,20.747,336.98,5.624,11.858,251.353,95.647,86.54,277.805,16.022,6.659,6.11,15.418,300.428,115.365,104.38,332.045,19.325,7.959,1.36,0.251,5.545,1.717,36.958,14.777,13.37,40.847,2.475,0.979,4.675,70.208,1571.925,50.885,46.04,1737.353,11.293,528.725,5759.076,5210.706,8.524,41.645,9.197,3.69,1.03,13.89,1.074,4.078,1.138,10.165,0.683,0.191,0.244,596.984,3774.621,6.193,13.701,263.471,100.588,91.01,291.198,16.849,6.98,20.827,0.011,0.069,0.022,0.02,0.076,0.004,0.002,43.443,0.661,2.214,0.84,0.76,2.447,0.141,0.059
Africa,2005-01-01,,927898412.0,,-100.0,-0.639,0.0,0.0,2.867,2.66,0.474,0.0,625.163,-7.156,-80.089,1119.813,1039.073,270.935,251.4,0.649,10.62,1774.154,1646.235,44.833,27.449,562.31,560.75,15.604,0.288,10.856,4079.625,,0.409,14.192,490.905,455.51,3759.447,3488.385,81.232,92.152,3.182,24.922,808.028,163.089,151.33,870.815,3.965,64.858,1832.735,1700.592,26.987,21.345,350.56,1.855,3.041,254.394,96.444,89.49,274.161,15.959,6.72,-0.972,-3.337,297.091,113.418,105.24,320.177,18.768,7.848,1.56,0.277,-15.507,-5.928,31.029,12.167,11.29,33.44,2.013,0.82,4.412,69.359,1641.285,56.881,52.78,1768.819,3.67,191.212,5821.669,5401.917,9.412,43.357,9.353,3.66,1.0,1.871,0.156,3.944,1.078,10.08,0.653,0.178,0.247,604.323,3785.477,1.148,2.591,266.062,101.25,93.95,286.736,16.754,7.029,18.406,0.012,0.081,0.022,0.02,0.087,0.004,0.002,1.576,0.021,2.235,0.841,0.78,2.408,0.139,0.059
Africa,2007-01-01,,976461747.0,,1000.486,0.722,0.813,0.794,2.96,2.89,0.474,0.02,627.223,1.664,17.536,1097.466,1071.633,271.429,265.04,-0.039,-0.638,1673.786,1634.388,43.433,26.748,614.6,610.23,16.035,3.836,148.016,4102.967,,3.889,138.248,510.424,498.41,3781.963,3692.942,81.676,92.176,6.716,56.667,900.415,178.881,174.67,922.12,6.263,115.325,2003.936,1956.767,28.624,22.474,382.75,3.422,7.27,269.204,97.853,95.55,275.694,15.658,6.719,4.395,9.768,313.448,114.515,111.82,321.004,18.324,7.824,4.37,0.711,12.877,3.332,30.707,11.593,11.32,31.447,1.855,0.766,3.865,64.045,1720.895,60.115,58.7,1762.378,2.067,114.278,5778.208,5642.199,9.619,42.954,9.739,3.91,1.02,-16.64,-2.03,4.004,1.045,9.974,0.641,0.167,0.243,624.94,4006.39,3.517,6.436,282.741,102.923,100.5,289.556,16.469,7.057,26.739,0.027,0.13,0.031,0.03,0.133,0.005,0.003,19.202,0.448,2.874,1.034,1.01,2.943,0.166,0.072
Africa,2008-01-01,,1001981577.0,,-23.106,-0.183,0.609,0.61,3.014,3.02,0.486,0.014,622.014,10.18,109.092,1178.39,1180.725,259.356,259.87,1.607,26.262,1657.366,1660.65,41.801,27.811,626.12,621.69,15.39,5.968,239.095,4237.09,,6.239,230.407,505.189,506.19,3915.591,3923.35,81.422,92.412,3.897,35.088,935.503,183.776,184.14,933.653,3.667,71.755,2024.51,2028.522,29.619,22.035,386.7,1.857,3.297,272.501,96.748,96.94,271.963,15.593,6.419,3.324,8.688,322.136,115.272,115.5,321.499,18.578,7.588,4.43,0.708,14.907,4.358,35.066,12.974,13.0,34.996,2.091,0.826,5.011,86.227,1807.122,62.057,62.18,1803.548,1.014,57.211,5688.139,5699.41,10.002,42.566,10.09,4.21,1.19,3.837,0.351,4.202,1.188,10.07,0.677,0.191,0.238,620.461,4245.486,2.017,4.33,287.071,102.297,102.5,286.503,16.487,6.762,40.748,0.052,0.182,0.04,0.04,0.182,0.006,0.004,29.084,0.813,3.687,1.307,1.31,3.679,0.211,0.087
Africa,2009-01-01,,1028200528.0,,-44.21,-0.27,0.331,0.341,2.84,2.92,0.468,0.008,614.845,-0.4,-4.723,1143.748,1176.002,243.299,250.16,-0.842,-13.987,1601.5,1646.663,40.053,27.237,629.81,624.58,15.2,1.7,72.159,4199.224,,1.68,65.915,491.315,505.17,3879.85,3989.264,80.882,92.394,0.613,5.736,941.238,183.048,188.21,915.423,-5.696,-115.547,1860.508,1912.975,30.134,21.8,384.02,2.674,5.559,278.061,97.889,100.65,270.434,16.115,6.44,2.387,6.244,328.381,116.135,119.41,319.374,19.118,7.606,5.23,0.83,-1.523,-0.747,34.318,12.459,12.81,33.377,2.051,0.795,3.591,64.902,1872.024,64.968,66.8,1820.68,-3.802,-216.699,5332.336,5482.711,10.695,43.358,10.981,4.28,1.36,9.88,0.891,4.163,1.323,10.68,0.685,0.218,0.254,607.45,4317.645,2.884,6.992,294.062,103.676,106.6,285.997,17.067,6.811,32.961,0.059,0.241,0.068,0.07,0.234,0.011,0.006,21.163,0.753,4.439,1.556,1.6,4.317,0.256,0.103
Africa,2010-01-01,,1055233717.0,,-38.165,-0.13,0.2,0.211,2.843,3.0,0.446,0.005,611.52,-0.751,-8.836,1106.074,1167.166,246.069,259.66,3.719,61.244,1618.51,1707.907,38.617,26.204,676.39,672.39,15.893,3.163,136.557,4221.057,,2.792,111.367,514.218,542.62,3885.993,4100.631,80.7,92.062,4.269,40.181,981.42,207.442,218.9,930.05,5.316,101.687,1909.21,2014.662,32.556,22.034,411.18,8.154,20.829,298.889,103.551,109.27,283.245,16.251,6.71,8.242,25.189,353.57,122.978,129.77,335.063,19.3,7.938,4.0,0.591,5.63,1.71,36.028,12.822,13.53,34.142,2.012,0.809,4.275,80.022,1952.045,60.707,64.06,1849.87,3.287,180.223,5366.521,5662.934,9.527,43.825,11.534,4.47,1.47,5.625,0.553,4.236,1.393,10.93,0.665,0.219,0.259,637.195,4454.202,8.559,23.48,317.542,110.156,116.24,300.921,17.288,7.129,136.841,0.326,0.566,0.208,0.22,0.537,0.033,0.013,43.734,1.902,6.341,2.161,2.28,6.01,0.339,0.142
Africa,2011-01-01,,1082676070.0,,139.78,0.294,0.466,0.505,2.512,2.72,0.395,0.011,610.939,-1.554,-18.141,1061.282,1149.025,242.704,262.77,-0.549,-9.385,1568.818,1698.522,38.154,25.576,694.91,688.71,16.148,0.862,38.395,4149.529,,0.772,31.675,514.004,556.5,3816.752,4132.307,80.803,91.98,8.169,80.174,1061.593,218.754,236.84,980.527,-0.453,-9.132,1852.382,2005.53,34.389,23.63,420.76,2.833,6.593,305.483,103.54,112.1,282.155,16.277,6.8,2.614,6.72,360.29,122.114,132.21,332.777,19.197,8.02,6.2,0.892,-4.62,-1.874,34.154,11.915,12.9,31.546,1.873,0.76,-1.555,-30.357,1921.688,52.546,56.89,1774.943,-16.641,-942.35,4360.107,4720.584,8.26,42.775,11.932,4.23,1.51,3.38,0.398,3.907,1.395,11.021,0.614,0.219,0.266,636.118,4492.596,3.47,8.594,326.136,110.199,119.31,301.231,17.324,7.259,189.379,1.062,1.629,0.526,0.57,1.504,0.083,0.036,4.512,0.246,6.587,2.226,2.41,6.084,0.35,0.147
Africa,2012-01-01,,1110797495.0,,18.688,0.094,0.539,0.599,2.602,2.89,0.398,0.013,609.457,-2.51,-28.839,1008.452,1120.186,232.059,257.77,4.027,68.392,1590.671,1766.914,35.524,23.966,733.78,725.63,16.31,4.041,181.546,4207.916,,4.372,180.655,531.213,590.07,3882.762,4312.962,81.318,92.273,8.086,85.836,1147.429,237.496,263.81,1032.978,3.038,60.922,1860.332,2066.452,36.356,24.548,442.24,0.139,-1.428,304.054,103.142,114.57,273.726,15.789,6.505,0.86,0.891,361.181,122.038,135.56,325.154,18.682,7.727,8.15,1.111,0.507,-0.035,34.119,11.676,12.97,30.716,1.787,0.73,6.435,123.659,2045.347,61.658,68.49,1841.332,8.978,423.794,4631.248,5144.378,9.439,43.759,12.89,4.48,1.59,8.033,0.958,4.033,1.431,11.604,0.617,0.219,0.276,653.251,4674.143,0.898,0.926,327.061,110.362,122.59,294.438,16.894,6.997,61.547,0.986,2.615,0.855,0.95,2.354,0.131,0.056,5.433,0.316,6.903,2.332,2.59,6.214,0.357,0.148
Africa,2013-01-01,,1140180888.0,,-0.534,-0.003,0.523,0.596,2.675,3.05,0.411,0.012,604.239,1.068,11.966,992.958,1132.152,222.421,253.6,0.289,5.107,1554.158,1772.021,34.213,23.551,750.62,741.23,16.229,2.848,133.108,4216.218,,2.592,111.774,525.671,599.36,3880.731,4424.736,80.86,92.043,1.972,22.626,1170.056,234.805,267.72,1026.202,-3.705,-76.554,1745.248,1989.898,36.118,24.339,447.88,5.707,15.415,319.47,103.685,118.22,280.192,15.949,6.646,6.54,21.335,382.515,124.428,141.87,335.487,19.14,7.957,9.39,1.251,8.78,2.772,36.891,12.375,14.11,32.356,1.904,0.767,3.774,77.181,2122.528,68.445,78.04,1861.571,-7.343,-377.747,4180.592,4766.631,10.528,44.153,13.737,4.96,1.91,7.405,0.847,4.35,1.675,12.048,0.669,0.258,0.286,650.099,4807.251,6.297,18.563,345.624,112.052,127.76,303.131,17.236,7.19,-22.228,-0.593,2.021,0.658,0.75,1.773,0.101,0.042,42.822,2.897,9.8,3.359,3.83,8.595,0.517,0.204
