country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Africa,2014-01-01,,1170299297.0,,-2.14,-0.013,0.498,0.583,2.521,2.95,0.384,0.012,598.401,4.731,53.557,1013.168,1185.709,218.047,255.18,3.371,59.74,1565.207,1831.761,33.219,24.005,778.12,768.18,16.399,2.75,132.217,4220.688,,2.433,107.638,527.139,616.91,3872.833,4532.374,80.308,91.758,2.76,32.295,1202.35,237.05,277.42,1027.387,0.258,5.141,1704.725,1995.039,36.114,24.342,459.68,5.696,16.175,335.644,106.212,124.3,286.802,16.181,6.795,7.059,24.579,407.094,129.258,151.27,347.854,19.692,8.242,9.94,1.277,-2.212,-1.032,35.859,11.783,13.79,30.641,1.795,0.726,1.026,21.786,2144.314,72.041,84.31,1832.278,-4.647,-221.49,3883.742,4545.141,10.975,43.412,16.262,6.16,3.21,21.852,2.525,5.264,2.743,13.896,0.802,0.418,0.329,656.396,4939.468,8.09,25.611,371.234,117.474,137.48,317.213,17.897,7.516,150.353,3.009,5.03,1.581,1.85,4.298,0.241,0.102,40.789,3.915,13.714,4.418,5.17,11.719,0.673,0.278
Africa,2015-01-01,,1201108186.0,,26.331,0.154,0.613,0.737,2.614,3.14,0.397,0.015,597.24,-5.266,-62.438,935.196,1123.271,212.046,254.69,-3.971,-72.747,1464.493,1759.014,32.218,22.265,798.31,790.52,16.506,2.138,105.584,4200.331,,2.235,101.289,529.253,635.69,3857.823,4633.663,80.414,91.846,8.767,105.411,1307.761,240.703,289.11,1088.795,3.353,66.894,1716.692,2061.933,36.572,25.922,472.13,-2.544,-10.488,325.157,101.898,122.39,270.714,15.482,6.445,1.707,4.295,411.389,128.906,154.83,342.508,19.586,8.154,7.79,0.976,-11.288,-4.237,31.622,10.191,12.24,26.328,1.548,0.627,2.72,58.316,2202.631,76.504,91.89,1833.832,-1.124,-51.067,3741.606,4494.074,11.624,43.659,20.318,7.62,4.48,28.214,4.056,6.344,3.73,16.916,0.964,0.567,0.403,658.159,5045.052,3.015,8.532,379.767,118.715,142.59,316.18,18.037,7.528,91.033,4.522,9.552,2.997,3.6,7.953,0.455,0.189,76.065,10.288,24.002,7.476,8.98,19.983,1.136,0.476
Africa,2016-01-01,,1232111820.0,,-7.71,-0.057,0.552,0.68,2.792,3.44,0.427,0.013,594.604,6.083,68.329,967.12,1191.6,208.325,256.68,-0.134,-2.355,1425.73,1756.659,31.838,22.976,814.82,806.2,16.371,2.799,141.227,4209.26,,2.806,130.01,524.327,646.03,3866.267,4763.673,80.133,91.851,3.266,42.705,1350.467,250.862,309.09,1096.058,1.74,35.875,1702.612,2097.809,38.339,26.039,479.37,-1.388,-6.409,318.748,98.059,120.82,258.701,14.986,6.146,3.344,11.217,422.606,129.996,160.17,342.993,19.867,8.149,8.62,1.058,22.792,6.977,38.6,12.199,15.03,31.328,1.864,0.744,0.862,18.976,2221.606,65.14,80.26,1803.088,-5.592,-251.306,3443.492,4242.768,9.955,42.836,20.57,8.13,4.69,1.291,0.251,6.598,3.806,16.695,1.008,0.582,0.397,654.324,5186.279,1.658,4.24,384.006,117.798,145.14,311.665,18.003,7.404,48.306,4.531,14.083,4.042,4.98,11.43,0.618,0.272,25.421,5.923,29.925,9.098,11.21,24.288,1.39,0.577
Africa,2017-01-01,,1263333997.0,,-1.74,-0.012,0.529,0.668,2.802,3.54,0.429,0.012,588.312,0.097,1.16,944.137,1192.761,203.525,257.12,2.547,44.747,1425.914,1801.406,31.135,22.255,833.52,825.82,16.244,3.341,173.283,4242.396,,3.15,150.069,519.586,656.41,3889.503,4913.742,79.486,91.682,7.796,105.278,1455.745,257.018,324.7,1152.304,9.7,203.493,1821.61,2301.302,39.318,27.162,485.84,5.189,14.566,333.314,100.053,126.4,263.837,15.306,6.219,6.067,23.214,445.82,134.098,169.41,352.892,20.514,8.318,7.7,0.924,-5.544,-2.354,36.246,11.232,14.19,28.69,1.718,0.676,1.964,43.63,2265.236,59.042,74.59,1793.062,5.649,239.689,3548.117,4482.457,9.032,42.265,21.002,8.3,4.76,2.883,0.432,6.57,3.768,16.624,1.005,0.576,0.392,653.683,5359.562,7.282,25.569,409.575,122.865,155.22,324.202,18.796,7.642,31.138,4.277,18.36,5.604,7.08,14.533,0.857,0.343,21.787,6.306,36.231,10.639,13.44,28.679,1.627,0.676
Africa,2018-01-01,,1295265310.0,,51.946,0.347,0.784,1.015,2.625,3.4,0.4,0.018,583.571,-1.897,-22.628,903.393,1170.133,204.36,264.7,2.243,40.411,1421.961,1841.816,31.13,21.308,857.02,850.3,16.342,2.464,132.042,4239.753,,2.215,108.831,517.84,670.74,3877.64,5022.572,78.883,91.459,6.681,97.265,1553.01,264.556,342.67,1198.99,5.425,124.848,1873.091,2426.149,40.3,28.28,496.21,7.074,21.491,354.805,104.751,135.68,273.924,15.957,6.461,5.861,23.213,469.033,138.628,179.56,362.113,21.117,8.541,6.72,0.784,-18.41,-6.846,29.4,8.94,11.58,22.698,1.362,0.535,1.509,34.193,2299.429,48.924,63.37,1775.257,1.819,81.537,3523.597,4563.994,7.453,41.872,22.725,8.53,5.13,9.089,1.723,6.586,3.961,17.545,1.003,0.603,0.414,656.468,5491.605,8.098,30.059,439.633,129.688,167.98,339.416,19.755,8.006,20.671,3.666,22.025,6.616,8.57,17.004,1.008,0.401,8.45,2.832,39.063,11.735,15.2,30.158,1.788,0.711
Africa,2019-01-01,,1327701380.0,,-13.458,-0.137,0.662,0.879,2.598,3.45,0.397,0.016,574.831,5.653,66.143,931.14,1236.276,198.712,263.83,-2.261,-41.651,1355.851,1800.166,30.369,22.036,869.27,868.76,16.387,2.16,118.631,4225.526,,1.699,85.334,509.166,676.02,3847.18,5107.906,77.814,91.046,1.513,23.5,1576.509,270.008,358.49,1187.398,1.22,29.592,1849.619,2455.741,41.265,28.101,499.39,3.266,10.237,365.041,105.611,140.22,274.942,16.14,6.507,7.42,33.297,502.33,145.168,192.74,378.346,22.186,8.954,0.51,0.059,14.439,4.121,33.521,9.98,13.25,25.247,1.525,0.597,-0.187,-4.309,2295.121,40.446,53.7,1728.642,1.214,55.427,3479.262,4619.421,6.181,40.91,23.023,8.69,5.24,1.026,0.298,6.545,3.947,17.341,1.0,0.603,0.41,654.334,5610.236,6.932,29.176,468.809,135.189,179.49,353.099,20.66,8.356,32.319,7.011,29.036,8.511,11.3,21.869,1.301,0.518,30.606,11.767,50.83,14.521,19.28,38.285,2.219,0.906
Africa,2020-01-01,,1360677453.0,,3.367,0.03,0.668,0.908,2.087,2.84,0.332,0.017,564.446,-3.325,-41.108,878.363,1195.168,184.959,251.67,-2.987,-53.764,1283.479,1746.401,29.422,22.474,857.22,855.37,17.126,-5.209,-292.253,3908.335,,-6.179,-315.616,480.643,654.0,3521.988,4792.29,76.458,90.115,-2.199,-34.666,1541.844,261.333,355.59,1133.144,-5.565,-136.651,1704.365,2319.09,41.571,28.993,482.81,6.63,22.771,387.813,109.423,148.89,285.014,17.407,7.292,4.962,23.363,525.693,147.992,201.37,386.347,23.542,9.885,1.85,0.216,-25.272,-8.563,24.957,7.276,9.9,18.342,1.157,0.469,-10.45,-239.842,2055.278,34.351,46.74,1510.482,-15.943,-736.485,2853.678,3882.936,5.464,38.648,22.106,7.9,5.06,-3.723,-0.917,5.806,3.719,16.246,0.924,0.592,0.416,628.635,5317.983,7.214,31.926,500.736,140.717,191.47,368.005,22.384,9.416,37.289,10.681,39.717,11.266,15.33,29.189,1.792,0.747,-0.891,-0.638,50.192,14.221,19.35,36.888,2.262,0.944
Africa,2021-01-01,,1393676724.0,,18.922,0.172,0.775,1.08,2.052,2.86,0.321,0.019,559.334,0.231,2.76,859.546,1197.929,178.169,248.31,-3.535,-61.732,1208.795,1684.669,27.904,20.779,891.83,889.88,16.42,8.408,447.124,4136.617,,8.642,414.159,486.519,678.05,3735.765,5206.449,76.196,90.31,14.546,224.282,1766.125,269.173,375.14,1267.242,15.017,348.268,1913.9,2667.358,42.156,30.635,497.74,3.267,11.204,399.016,108.203,150.8,286.305,16.946,6.921,6.735,32.965,558.658,151.994,211.83,400.852,23.804,9.69,1.95,0.219,24.76,6.066,31.023,8.861,12.35,22.26,1.388,0.538,9.104,187.116,2242.395,39.177,54.6,1608.978,4.365,169.495,2907.726,4052.43,6.136,38.896,22.104,7.9,5.04,0.118,-0.002,5.668,3.616,15.86,0.888,0.566,0.383,638.513,5765.107,5.799,26.899,527.635,143.132,199.48,378.592,22.417,9.152,14.62,5.64,45.357,12.901,17.98,32.545,2.02,0.787,20.135,9.885,60.078,16.36,22.8,43.107,2.562,1.042
Africa,2022-01-01,,1426736614.0,,-23.594,-0.255,0.578,0.825,1.963,2.8,0.318,0.014,554.153,-4.429,-53.058,802.44,1144.871,168.51,240.42,1.323,22.289,1196.407,1706.958,27.289,19.672,886.28,881.02,16.108,0.947,54.609,4079.04,,0.9,46.871,466.526,665.61,3682.053,5253.319,75.55,90.268,-1.077,-19.013,1747.112,252.366,360.06,1224.551,-4.117,-109.826,1792.575,2557.532,40.869,30.021,488.22,2.47,8.366,407.382,106.27,151.62,285.534,17.21,7.0,1.642,7.738,566.396,150.981,215.41,396.987,24.45,9.732,5.26,0.593,-18.252,-5.755,25.268,7.079,10.1,17.71,1.146,0.434,5.304,118.942,2361.337,45.65,65.13,1655.062,-4.259,-172.59,2719.381,3879.84,7.393,40.575,23.108,8.32,5.52,5.408,1.004,5.831,3.869,16.196,0.944,0.627,0.397,617.507,5819.716,2.859,13.493,541.128,143.902,205.31,379.277,23.304,9.298,2.58,1.001,46.357,14.775,21.08,32.492,2.393,0.797,6.008,3.377,63.455,17.025,24.29,44.476,2.757,1.09
Asia,2003-01-01,,3883310793.0,,108.4,3.072,1.521,5.906,8.758,34.01,0.593,0.014,656.252,14.464,2173.893,4430.054,17203.275,712.577,2767.16,14.828,1907.514,3803.899,14771.723,48.217,39.91,5740.07,5738.92,14.02,7.819,3125.941,11100.21,,8.823,3222.48,1173.707,4557.87,10235.616,39748.078,79.42,92.211,7.055,428.451,6501.564,299.567,1163.31,1674.232,6.102,385.46,1725.996,6702.578,20.271,15.083,3766.18,3.912,60.01,1908.93,170.434,661.85,491.573,11.533,4.429,-2.188,-96.545,3357.483,304.135,1181.05,864.593,20.58,7.789,1.15,0.02,-11.033,-169.507,1291.364,119.421,463.75,332.542,8.081,2.996,4.021,620.14,16043.241,161.563,627.4,4131.331,6.655,1117.182,4610.492,17903.973,10.932,37.218,134.911,49.84,15.83,4.467,5.881,12.834,4.076,34.741,0.868,0.276,0.313,1477.842,43105.566,4.561,72.962,2066.119,184.714,717.3,532.051,12.499,4.793,36.727,0.804,3.048,0.268,1.04,0.785,0.018,0.007,32.389,3.195,13.324,1.177,4.57,3.431,0.08,0.031
Asia,2004-01-01,,3931402529.0,,24.019,1.419,1.863,7.324,9.132,35.9,0.575,0.015,648.983,12.508,2151.834,4923.207,19355.109,768.181,3020.03,15.231,2249.893,4329.655,17021.615,48.337,40.918,6247.69,6247.91,13.948,9.737,4197.078,12032.002,,9.235,3670.582,1241.544,4881.01,11044.063,43418.66,78.122,91.789,7.689,499.908,7001.473,315.29,1239.53,1780.91,7.702,516.265,1836.2,7218.843,19.839,14.801,4054.79,17.803,325.524,2234.455,196.591,772.88,568.361,12.37,4.724,16.414,526.499,3883.982,347.688,1366.9,987.938,21.878,8.211,-0.22,-0.004,14.737,180.872,1472.236,135.303,531.93,374.481,8.514,3.112,6.351,1018.839,17062.08,158.073,621.45,4339.947,6.274,1123.369,4839.835,19027.342,9.947,36.07,142.483,52.56,16.66,5.751,7.572,13.369,4.238,36.242,0.841,0.267,0.301,1589.232,47302.645,17.503,345.627,2411.746,212.385,834.97,613.457,13.364,5.099,32.104,0.953,4.001,0.351,1.38,1.018,0.022,0.008,77.378,10.159,23.483,2.073,8.15,5.973,0.13,0.05
